flag_SF,target,src_bytes,dst_host_diff_srv_rate,dst_host_same_srv_rate,dst_host_same_src_port_rate,dst_bytes,service_private,service_domain_u,dst_host_serror_rate,srv_serror_rate,srv_diff_host_rate,srv_count,dst_host_count,dst_host_srv_count,dst_host_srv_serror_rate,logged_in,diff_srv_rate,count,service_http,level,serror_rate,dst_host_srv_diff_host_rate,flag_S0,same_srv_rate,dst_host_srv_rerror_rate
True,0,6062,0.06,0.08,0.0,0,False,False,0.0,0.0,0.0,4,255,21,0.0,0,0.0,89,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.0,0.01,0.0,0,False,False,1.0,1.0,0.0,21,255,255,1.0,0,0.07,13,True,19,1.0,0.0,True,0.18,0.0
True,0,230,0.0,1.0,0.03,310,False,False,0.0,0.0,0.14,15,67,255,0.0,1,0.0,19,True,21,0.06,0.08,False,1.0,0.03
False,1,0,0.0,0.01,0.0,0,False,False,1.0,1.0,0.17,6,255,23,1.0,0,0.0,125,False,18,1.0,0.0,True,0.01,0.0
False,1,1,0.06,0.0,0.0,0,False,False,1.0,1.0,0.0,1,255,1,1.0,0,0.07,192,False,19,1.0,0.0,True,0.03,0.0
False,1,0,0.85,0.0,0.0,36,True,False,0.04,0.0,0.0,5,255,1,0.0,0,0.0,77,False,20,0.0,0.0,False,1.0,1.0
True,0,218,0.03,0.84,0.01,215,False,False,0.0,0.0,0.06,7,255,215,0.0,1,0.0,7,True,21,0.0,0.03,False,1.0,0.0
True,0,44,0.0,1.0,0.02,0,False,True,0.0,0.0,0.0,109,232,254,0.01,0,0.0,2,False,18,0.0,0.0,False,1.0,0.0
True,0,298,0.0,1.0,1.0,0,False,False,0.0,0.0,0.0,13,197,255,0.0,1,0.0,2,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.07,0.07,0.0,0,True,False,1.0,1.0,0.0,3,255,18,1.0,0,0.07,172,False,21,1.0,0.0,True,0.1,0.0
True,0,238,0.08,0.83,0.01,0,False,False,0.0,0.0,0.0,8,255,157,0.0,1,0.0,1,False,21,0.0,0.5,False,1.0,0.0
True,0,1214,0.02,0.31,0.0,1905,False,False,0.0,0.0,1.0,1,89,88,0.0,1,0.0,1,False,21,0.0,0.02,False,1.0,0.0
True,0,44,0.02,0.95,1.0,0,False,True,0.0,0.0,0.0,237,248,242,0.0,0,0.0,131,False,18,0.0,0.0,False,1.0,0.0
True,0,306,0.0,1.0,0.03,3284,False,False,0.0,0.0,0.0,4,255,255,0.01,1,0.0,1,True,21,0.0,0.04,False,1.0,0.0
True,0,312,0.0,1.0,0.03,1587,False,False,0.0,0.0,0.0,7,75,255,0.0,1,0.0,6,True,21,0.0,0.05,False,1.0,0.0
False,1,0,0.07,0.05,0.0,0,False,False,1.0,1.0,0.0,4,255,12,1.0,0,0.18,102,False,19,1.0,0.0,True,0.24,0.0
True,0,357,0.0,1.0,0.0,8314,False,False,0.0,0.0,0.0,15,255,255,0.0,1,0.0,2,True,20,0.0,0.09,False,1.0,0.0
False,1,0,0.07,0.05,0.0,0,False,False,0.96,0.0,0.0,14,255,12,0.0,0,1.0,74,False,20,0.08,0.0,False,0.5,1.0
True,0,182,0.0,1.0,0.0,0,False,False,0.01,0.0,0.22,16,138,255,0.0,1,0.0,21,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.14,0.02,0.0,0,True,False,0.0,0.0,0.0,2,255,4,0.0,0,0.06,7,False,15,0.0,0.0,False,0.02,1.0
True,0,147,0.16,0.3,0.02,334,False,False,0.0,0.0,0.0,3,85,54,0.0,1,0.0,9,True,21,0.0,0.07,False,1.0,0.0
True,0,54540,0.02,0.89,0.0,1792,False,False,0.0,0.0,0.0,1,255,228,0.0,1,0.0,4,True,21,0.0,0.0,False,1.0,0.0
True,0,333,0.0,1.0,0.01,385,False,False,0.0,0.0,0.0,13,255,255,0.0,1,0.0,11,True,21,0.0,0.03,False,1.0,0.0
False,1,0,0.06,0.04,0.0,0,False,False,1.0,1.0,0.0,1,255,11,1.0,0,0.22,114,False,18,1.0,0.0,True,0.28,0.0
True,0,366,0.01,0.34,0.0,4123,False,False,0.0,0.0,0.0,11,96,23,0.0,1,0.0,2,False,20,0.0,0.01,False,1.0,0.0
True,0,330,0.01,1.0,0.08,386,False,False,0.0,0.0,0.0,28,59,255,0.0,1,0.0,2,True,21,0.0,0.0,False,1.0,0.0
True,0,231,0.0,1.0,0.0,306,False,False,0.0,0.0,0.22,35,46,194,0.88,1,0.0,18,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.08,0.0,0.25,0,True,False,0.11,0.0,0.0,6,255,1,0.0,0,1.0,1,False,21,0.1,0.0,False,0.0,1.0
True,0,205,0.0,1.0,0.14,253,False,False,0.0,0.0,0.0,6,255,235,0.0,1,0.0,3,True,21,0.0,0.0,False,1.0,0.0
True,0,211,0.0,1.0,0.0,1512,False,False,0.0,0.0,0.0,1,255,255,0.0,1,0.0,4,True,21,0.0,0.04,False,1.0,0.0
False,1,0,0.59,0.0,0.02,0,True,False,1.0,1.0,0.0,14,255,1,1.0,0,0.06,281,False,21,1.0,0.0,True,0.1,0.0
False,1,0,0.05,0.05,0.0,0,False,False,1.0,1.0,0.0,21,255,12,1.0,0,0.07,200,False,18,1.0,0.0,True,0.09,0.0
False,1,0,0.08,0.05,0.0,0,True,False,1.0,1.0,0.0,2,255,13,1.0,0,0.06,144,False,20,1.0,0.0,True,0.1,0.0
True,0,334,0.06,0.71,0.02,1694,False,False,0.0,0.0,0.0,5,255,124,0.0,1,0.0,1,False,21,0.0,0.01,False,1.0,0.0
False,0,0,0.0,1.0,0.5,0,False,False,0.0,0.0,0.0,23,255,255,0.0,0,0.0,1,True,21,0.0,0.01,False,1.0,1.0
True,0,18,0.4,0.8,0.98,0,False,False,0.0,0.0,0.0,30,255,196,0.0,0,0.0,106,False,18,0.0,0.1,False,1.0,0.0
True,0,105,0.05,0.97,0.0,0,False,False,0.0,0.0,0.0,2,22,247,0.0,0,0.02,511,False,19,0.0,0.0,False,0.92,0.0
True,1,8,0.07,0.07,0.16,0,False,False,0.0,0.0,1.0,9,255,18,0.0,0,0.0,1,False,17,0.0,0.0,False,1.0,0.0
False,1,0,0.07,0.03,0.0,0,True,False,0.0,0.0,0.0,1,255,3,0.0,0,0.0,2,False,18,0.0,0.0,False,1.0,1.0
False,1,0,0.06,0.07,0.0,132,False,False,1.0,1.0,0.0,1,32,19,1.0,0,0.06,29,False,20,1.0,0.0,True,0.06,0.0
False,1,0,0.07,0.04,0.0,0,False,False,0.0,0.0,0.0,48,225,11,0.0,0,0.0,283,False,19,0.0,0.0,False,1.0,1.0
True,0,125,0.0,1.0,0.03,3679,False,False,0.49,0.0,0.0,21,152,255,0.0,1,0.0,13,True,21,0.0,0.01,False,1.0,0.01
False,1,0,0.07,0.04,0.01,105,False,False,1.0,1.0,0.0,18,217,11,1.0,0,0.08,144,False,18,1.0,0.0,True,0.08,0.0
True,0,202,0.02,0.4,0.01,216966,False,False,0.0,0.0,0.0,1,4,17,0.0,1,0.0,1,False,20,0.07,0.0,False,1.0,0.0
True,0,263,0.0,1.0,0.0,0,False,False,0.0,0.0,0.0,23,127,150,0.0,1,0.0,1,False,21,0.0,0.01,False,1.0,0.0
True,0,43,0.0,1.0,0.01,0,False,True,0.0,0.0,0.67,6,255,255,0.0,0,0.0,1,False,18,0.0,0.0,False,1.0,0.0
False,1,1,0.08,0.05,0.01,0,False,False,1.0,1.0,0.0,3,255,13,1.0,0,0.07,129,False,19,1.0,0.0,True,0.02,0.0
False,1,0,0.07,0.07,0.0,115,False,False,0.0,0.0,0.0,9,255,18,0.0,0,1.0,2,False,19,0.0,0.0,False,0.5,1.0
False,1,0,0.06,0.03,0.0,75,True,False,1.0,1.0,0.0,1,53,7,1.0,0,0.0,215,False,21,1.0,0.0,True,0.01,0.0
False,1,0,0.06,0.04,0.0,0,True,False,0.0,0.0,0.0,18,255,9,0.0,0,0.07,214,False,15,0.0,0.0,False,0.0,1.0
False,1,0,0.07,0.07,0.0,0,False,False,1.0,1.0,0.0,11,255,18,1.0,0,0.06,257,False,20,1.0,0.0,True,0.06,0.0
False,1,0,0.07,0.02,0.0,0,False,False,1.0,1.0,0.0,1,5,4,1.0,0,0.06,229,False,18,1.0,0.0,True,0.04,0.0
True,0,232,0.0,1.0,0.02,303,False,False,0.0,0.0,0.33,1,29,255,0.0,1,0.0,1,True,21,0.0,0.02,False,1.0,0.0
False,1,0,0.06,0.07,0.0,0,True,False,1.0,1.0,0.0,1,255,17,1.0,0,0.0,260,False,21,1.0,0.0,True,0.01,0.0
True,0,282,0.06,0.51,1.0,333,False,False,0.0,0.0,0.0,1,112,130,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.07,0.04,0.0,0,False,False,1.0,1.0,0.0,11,255,10,1.0,0,0.07,206,False,20,1.0,0.0,True,0.02,0.0
False,1,0,0.01,0.05,0.0,0,False,False,1.0,1.0,0.0,23,255,12,1.0,0,0.08,16,False,18,1.0,0.0,True,0.1,0.0
False,1,0,0.07,0.05,0.0,0,True,False,0.0,0.0,0.0,1,255,2,0.0,0,0.06,18,False,18,0.0,0.0,False,0.03,0.01
True,0,238,0.0,1.0,0.09,333,False,False,0.0,0.0,0.0,1,31,255,0.0,1,0.0,2,True,21,0.0,0.04,False,1.0,0.0
True,0,8325,0.04,0.8,0.0,404,False,False,0.0,0.0,0.33,10,255,204,0.0,1,0.0,7,True,20,0.0,0.01,False,1.0,0.0
True,0,214,0.01,0.95,0.05,0,False,False,0.0,0.0,0.0,21,118,242,0.0,1,0.0,5,True,21,0.0,0.0,False,1.0,0.0
True,0,1261,0.0,1.0,0.0,11280,False,False,0.0,0.0,0.0,3,255,255,0.0,1,0.0,60,True,20,0.0,0.03,False,1.0,0.0
False,1,0,0.07,0.04,0.0,0,True,False,1.0,1.0,0.0,3,255,9,1.0,0,0.05,106,False,21,1.0,0.0,True,0.08,0.0
False,0,0,0.0,1.0,0.06,0,False,False,0.01,0.25,0.0,11,255,255,0.01,0,0.0,12,True,18,0.5,0.09,True,1.0,0.0
False,1,0,0.06,0.04,1.0,45,False,False,0.0,0.0,0.0,2,255,11,0.0,0,0.07,71,False,19,0.01,0.0,False,0.12,1.0
False,1,0,0.07,0.02,0.0,72,True,False,0.0,0.0,0.0,1,255,4,0.0,0,0.06,268,False,15,0.0,0.0,False,0.06,1.0
True,0,397,0.0,1.0,1.0,571,False,False,0.0,0.05,0.3,17,63,255,0.0,1,0.0,1,True,18,0.0,0.02,False,1.0,0.0
True,0,11587,0.07,0.02,0.29,842,False,False,0.0,0.0,0.0,12,128,5,0.0,1,0.0,1,False,13,0.0,0.0,False,1.0,0.0
False,1,0,0.07,0.02,0.02,48,True,False,1.0,1.0,0.0,10,255,4,1.0,0,0.23,113,False,21,1.0,0.0,True,0.04,0.0
False,0,0,0.0,1.0,1.0,0,False,False,0.01,0.25,0.0,17,129,255,0.02,0,0.0,34,True,17,1.0,0.13,True,1.0,0.0
True,0,146,0.0,1.0,0.01,32660,False,False,0.0,0.0,0.0,14,6,255,0.01,1,0.0,9,True,21,0.0,0.02,False,1.0,0.0
False,1,0,0.01,0.01,0.01,105,False,False,1.0,1.0,0.0,2,255,255,1.0,0,0.06,61,True,18,1.0,1.0,True,0.04,0.0
False,1,0,0.05,0.12,0.0,0,False,False,1.0,1.0,0.0,3,255,24,1.0,0,0.05,175,True,18,1.0,0.0,True,0.12,0.0
False,0,28,0.01,0.98,0.05,755,False,False,0.1,0.0,0.67,1,16,250,0.0,1,0.0,4,True,18,0.0,0.04,False,1.0,0.83
False,0,8173,0.0,1.0,0.02,149,False,False,0.63,0.5,0.0,1,3,255,0.01,0,0.0,46,True,17,0.5,0.24,True,1.0,0.0
True,0,1032,0.0,1.0,0.0,578,False,False,0.0,0.0,0.0,14,38,255,0.0,1,0.0,5,True,21,0.0,0.0,False,1.0,0.0
True,1,20,0.05,0.03,1.0,0,False,False,0.0,0.0,0.0,25,4,8,0.0,0,0.0,74,False,15,0.0,0.5,False,1.0,0.0
True,0,44,0.0,1.0,1.0,0,False,True,0.0,0.0,0.0,199,140,255,0.0,0,0.0,314,False,21,0.0,0.0,False,1.0,0.0
True,0,267,0.0,1.0,1.0,2700,False,False,0.0,0.0,0.0,12,255,138,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.02,0.04,0.0,0,False,False,0.0,0.0,0.0,1,255,9,0.0,0,0.06,242,False,20,0.0,0.0,False,0.03,0.45
True,0,2704,0.11,0.61,0.38,9668,False,False,0.0,0.0,0.0,1,7,155,0.0,1,0.0,1,False,13,0.0,0.01,False,1.0,0.0
False,1,0,0.91,0.0,0.0,135,False,False,1.0,1.0,0.0,20,255,1,1.0,0,0.06,80,False,19,1.0,0.0,True,0.1,0.0
True,0,212,0.0,1.0,0.0,5684,False,False,0.0,0.0,0.0,10,19,255,0.0,1,0.0,9,True,21,0.0,0.0,False,1.0,0.0
True,0,215,0.0,1.0,0.0,10047,False,False,0.0,0.0,0.0,12,170,238,0.0,1,0.0,2,True,21,0.0,0.01,False,1.0,0.0
False,1,0,0.99,0.0,0.0,0,True,False,1.0,1.0,0.0,19,255,1,1.0,0,0.06,140,False,18,1.0,0.0,True,0.09,0.0
False,1,0,1.0,0.0,0.0,129,True,False,1.0,1.0,0.0,16,255,1,1.0,0,0.38,144,False,21,1.0,0.0,True,0.12,0.0
False,1,0,1.0,0.0,0.0,131,True,False,0.04,0.0,0.0,22,255,1,0.0,0,0.67,1,False,20,0.0,0.0,False,0.33,1.0
False,1,0,0.18,0.23,0.0,0,True,False,1.0,1.0,0.0,1,255,68,1.0,0,0.06,54,False,21,1.0,0.0,True,0.08,0.0
True,0,194,0.02,0.76,0.01,487,False,False,0.0,0.0,0.0,18,106,194,0.01,1,0.0,19,True,21,0.0,0.01,False,1.0,0.0
True,0,312,0.0,1.0,0.03,182,False,False,0.0,0.0,1.0,24,23,10,0.0,1,0.0,1,False,18,0.0,0.03,False,1.0,0.0
True,0,491,0.0,1.0,0.02,17753,False,False,0.0,0.0,0.0,2,62,255,0.0,1,0.0,19,True,21,0.0,0.01,False,1.0,0.0
True,0,340,0.0,1.0,0.0,0,False,False,0.01,0.0,0.0,13,255,255,0.0,1,0.0,19,True,21,0.0,0.02,False,1.0,0.0
False,0,870,0.0,1.0,0.01,343,False,False,0.0,0.0,0.67,3,2,255,0.0,1,0.0,3,True,18,0.1,0.0,False,1.0,0.99
True,0,88,0.02,0.14,0.01,8314,False,True,0.0,0.0,0.01,181,234,12,0.0,1,0.0,1,False,21,0.0,0.02,False,1.0,0.0
True,0,316,0.19,0.38,0.01,0,False,False,0.02,0.0,0.0,1,14,8,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
True,0,1491,0.01,0.49,0.02,2167,False,False,0.01,0.0,0.0,10,106,125,0.0,1,0.0,2,False,21,0.0,0.0,False,1.0,0.0
True,0,334,0.0,1.0,0.02,4768,False,False,0.0,0.0,0.0,1,143,255,0.0,1,0.0,1,True,21,0.0,0.02,False,1.0,0.0
True,1,1,0.08,0.07,1.0,0,True,False,0.0,0.0,0.0,16,1,18,0.0,0,0.0,211,False,15,0.0,0.5,False,1.0,0.0
False,1,0,0.08,0.06,0.0,0,False,False,1.0,1.0,0.0,1,255,16,1.0,0,0.06,281,False,20,1.0,0.0,True,0.07,0.0
False,1,0,0.07,0.02,0.0,0,False,False,1.0,1.0,0.0,2,255,6,1.0,0,0.06,104,False,21,1.0,0.0,True,0.07,0.0
True,0,145,0.0,1.0,0.0,1215,False,False,0.0,0.0,0.0,7,255,122,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
True,0,200,0.0,1.0,0.0,9088,False,False,0.0,0.0,0.0,51,132,255,0.0,1,0.0,4,True,21,0.0,0.0,False,1.0,0.0
True,0,247,0.0,1.0,0.0,269,False,False,0.0,0.0,0.15,2,145,255,0.0,1,0.0,1,True,21,0.0,0.0,False,1.0,0.0
True,0,202,0.0,1.0,0.0,1024,False,False,0.0,0.0,0.0,1,2,255,0.0,1,0.0,2,True,21,0.0,0.03,False,1.0,0.03
True,1,8,0.08,0.05,1.0,0,False,False,0.01,0.0,0.0,18,255,12,0.0,0,0.0,5,False,18,0.0,0.0,False,1.0,0.0
True,0,748,0.04,0.18,0.0,1000,False,False,0.0,0.0,1.0,8,151,46,0.0,1,0.0,1,False,19,0.0,0.02,False,1.0,0.0
False,1,0,0.0,0.01,0.01,0,False,False,1.0,1.0,0.0,48,255,255,1.0,0,0.06,50,True,19,1.0,0.0,True,0.04,0.0
False,1,0,0.07,0.02,0.0,0,False,False,0.0,0.0,0.0,1,255,6,0.0,0,0.0,64,False,20,0.0,0.0,False,1.0,1.0
True,0,318,0.05,0.62,0.01,2833,False,False,0.01,0.0,0.0,13,68,135,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
True,0,245,0.0,1.0,0.0,191,False,False,0.0,0.0,0.0,2,255,249,0.0,1,0.0,9,True,21,0.0,0.0,False,1.0,0.0
True,1,8,0.01,0.65,1.0,0,True,False,0.0,0.0,0.0,1,255,166,0.0,0,0.0,15,False,6,0.0,1.0,False,1.0,0.0
True,1,43,0.01,0.02,1.0,0,False,True,0.0,0.0,0.02,15,1,4,0.0,0,0.0,5,False,16,0.0,0.0,False,1.0,0.0
False,1,0,1.0,0.0,0.02,0,False,False,0.0,0.0,0.0,11,255,1,0.0,0,1.0,447,False,20,0.0,0.0,False,0.0,1.0
True,0,254,0.0,1.0,0.0,1217,False,False,0.0,0.0,0.0,18,34,255,0.0,1,0.0,5,True,21,0.0,0.04,False,1.0,0.0
True,0,105,0.03,0.22,0.01,39,False,False,0.0,0.0,0.0,3,255,24,0.0,0,0.01,101,False,18,0.0,0.0,False,1.0,0.0
False,1,1,0.06,0.02,0.0,0,False,False,1.0,1.0,0.0,6,255,6,1.0,0,0.05,243,False,18,1.0,0.0,True,0.03,0.0
False,1,0,0.07,0.07,0.0,0,False,False,1.0,1.0,0.0,5,255,16,1.0,0,0.06,272,False,19,1.0,0.0,True,0.13,0.0
True,0,310,0.0,1.0,0.0,563,False,False,0.0,0.0,0.0,319,255,255,0.0,1,0.0,2,True,21,0.0,0.0,False,1.0,0.98
True,0,501760,0.0,1.0,0.02,3373,False,False,0.0,0.0,0.1,2,255,255,0.0,1,0.0,5,True,21,0.0,0.01,False,1.0,0.0
True,0,270,0.03,0.58,0.03,5637,False,False,0.0,0.0,0.0,2,255,147,0.0,1,0.0,1,False,21,0.0,0.01,False,1.0,0.0
True,0,334,0.01,0.99,0.0,3222,False,False,0.0,0.0,0.33,4,255,252,0.0,1,0.05,3,True,21,0.0,0.0,False,0.14,0.0
False,1,0,0.0,0.01,0.0,0,False,False,1.0,1.0,0.0,10,255,8,1.0,0,0.07,252,False,19,1.0,0.0,True,0.02,0.0
True,0,192,0.0,1.0,0.04,8265,False,False,0.0,0.0,0.08,2,255,255,0.0,1,0.0,6,True,21,0.0,0.0,False,1.0,0.0
True,0,272,0.0,1.0,0.0,817,False,False,0.0,0.0,0.0,52,144,33,0.0,1,0.0,7,False,21,0.0,0.02,False,1.0,0.0
False,1,0,0.01,0.53,0.0,0,True,False,1.0,1.0,0.0,2,255,31,1.0,0,0.06,11,True,2,1.0,0.0,True,0.04,0.0
False,1,0,0.09,0.06,0.0,0,True,False,1.0,1.0,0.0,38,255,15,1.0,0,0.08,144,False,21,1.0,0.0,True,0.02,0.0
False,1,0,0.04,0.09,0.0,44,False,False,1.0,1.0,0.0,1,255,24,1.0,0,0.06,293,False,19,1.0,0.0,True,0.09,0.0
False,0,0,0.0,1.0,0.01,0,False,False,0.0,0.0,1.0,14,159,255,0.0,0,0.0,1,True,21,0.0,0.14,False,1.0,1.0
False,1,0,0.08,0.02,0.0,0,False,False,0.0,0.67,0.0,44,255,5,0.0,0,0.0,278,False,20,0.0,0.0,False,1.0,1.0
True,0,223,0.01,0.82,0.14,3507,False,False,0.0,0.5,0.0,1,195,210,0.02,1,0.0,3,True,21,0.0,0.0,False,1.0,0.02
True,0,44,0.01,0.9,0.3,0,False,True,0.73,0.0,0.03,220,243,229,0.0,0,0.0,267,False,21,0.0,0.4,False,1.0,0.0
True,0,1032,0.0,1.0,0.11,29200,False,False,0.0,0.0,0.06,6,194,255,0.03,1,0.0,1,True,20,0.0,0.01,False,1.0,0.0
True,0,43,0.0,1.0,0.95,0,False,True,0.0,0.0,0.03,153,255,255,0.0,0,0.0,1,False,21,0.0,0.0,False,1.0,0.0
True,0,334,0.0,1.0,0.25,334,False,False,0.0,0.0,0.0,14,124,255,0.0,1,0.0,4,True,21,0.0,0.02,False,1.0,0.0
True,0,174,0.06,0.07,0.35,3127,False,False,0.0,0.0,0.0,2,147,19,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.02,0.56,0.0,0,True,False,1.0,1.0,0.0,1,255,144,1.0,0,0.05,241,False,21,1.0,0.0,True,0.26,0.0
False,1,0,0.0,0.01,0.01,0,False,False,1.0,1.0,0.0,3,255,255,1.0,0,0.17,3,True,18,1.0,0.0,True,0.42,0.01
True,1,1,0.04,0.79,1.0,0,False,False,0.01,0.0,0.0,1,255,171,1.0,0,0.0,1,False,12,0.0,0.5,False,1.0,0.0
False,1,0,0.06,0.08,0.0,0,False,False,1.0,1.0,0.0,1,255,21,1.0,0,0.05,23,False,19,1.0,0.0,True,0.11,0.0
True,0,303,0.01,0.96,0.0,0,False,False,0.0,0.0,0.0,1,255,244,0.01,1,0.0,8,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.6,0.0,0.0,81,True,False,0.0,0.0,0.0,5,255,1,0.0,0,0.0,2,False,18,0.04,0.0,False,1.0,1.0
True,0,18,0.01,1.0,0.72,333,False,False,0.64,0.0,0.0,20,255,92,0.0,1,0.0,1,False,21,0.0,0.01,False,1.0,0.0
False,1,0,0.07,0.07,0.0,0,False,False,1.0,1.0,0.0,1,255,19,1.0,0,0.05,276,False,20,1.0,0.0,True,0.13,0.0
False,1,0,0.02,0.24,0.0,0,False,False,1.0,1.0,0.0,1,255,24,1.0,0,0.07,240,False,19,1.0,0.0,True,0.07,0.0
True,0,197,0.0,1.0,0.2,764,False,False,0.0,0.0,0.0,13,44,255,0.0,1,0.0,6,True,21,0.0,0.06,False,1.0,0.0
True,0,241,0.0,1.0,0.49,336,False,False,0.0,0.0,0.0,1,17,12,0.0,1,0.0,1,False,20,0.0,0.0,False,1.0,0.0
True,0,207,0.0,1.0,0.01,1223,False,False,0.0,0.0,0.5,1,114,255,0.0,1,0.0,30,True,21,0.0,0.07,False,1.0,0.0
True,0,228,0.0,1.0,0.03,325,False,False,0.0,0.0,0.16,1,82,255,0.0,1,0.0,22,True,21,0.0,0.02,False,1.0,0.0
True,0,373,0.0,1.0,0.0,592,False,False,0.0,0.0,0.0,82,255,254,0.0,1,0.0,12,True,21,0.0,0.02,False,1.0,0.0
True,0,8,0.0,1.0,0.43,0,False,False,0.0,0.2,0.0,21,198,253,0.01,0,0.44,2,False,18,0.0,0.43,False,0.33,0.0
False,1,0,0.07,0.04,0.79,0,False,False,0.0,0.0,0.0,4,255,10,0.0,0,0.06,1,False,20,0.14,0.0,False,0.16,1.0
False,1,0,0.08,0.03,0.0,0,False,False,1.0,1.0,0.0,13,255,2,1.0,0,0.07,104,False,20,1.0,0.0,True,0.02,0.0
True,0,288,0.0,1.0,0.01,28441,False,False,0.0,0.0,0.0,9,160,255,0.0,1,0.0,4,True,21,0.0,0.01,False,1.0,0.0
True,0,35195,0.03,0.66,0.0,29868,False,False,0.0,0.0,0.0,14,87,169,0.0,1,0.0,4,True,21,0.0,0.05,False,1.0,0.0
False,1,0,0.07,0.06,0.0,0,False,False,1.0,1.0,0.0,15,255,8,1.0,0,0.06,290,False,19,1.0,0.0,True,0.02,0.0
True,0,302,0.0,1.0,0.02,688,False,False,0.0,0.0,0.2,12,175,255,0.0,1,0.0,4,True,21,0.0,0.0,False,1.0,0.0
False,1,0,0.05,0.02,0.0,0,False,False,1.0,1.0,0.0,2,255,1,1.0,0,0.06,146,False,20,1.0,0.0,True,0.02,0.0
True,0,9,0.0,1.0,0.01,0,False,False,0.0,0.0,1.0,1,255,255,0.0,0,0.0,131,False,18,0.0,0.0,False,1.0,0.0
True,0,1480,0.0,1.0,0.0,1172,False,False,0.0,0.0,0.05,6,255,214,0.0,1,0.0,1,True,21,0.0,0.0,False,1.0,0.0
True,0,196,0.0,1.0,0.0,7973,False,False,0.0,0.0,0.0,35,58,255,0.0,1,0.0,5,True,21,0.0,0.0,False,1.0,0.0
True,1,1,0.0,1.0,1.0,0,False,False,0.0,0.0,0.0,10,255,255,0.02,0,0.0,2,False,17,0.0,0.0,False,1.0,0.0
False,1,0,0.08,0.08,0.0,0,True,False,1.0,1.0,0.0,22,255,20,1.0,0,0.07,32,False,21,1.0,0.0,True,0.06,0.0
True,0,814,0.0,1.0,0.07,40,False,False,0.0,0.0,0.0,510,189,255,0.0,1,0.0,2,True,21,0.0,0.0,False,1.0,0.33
False,0,0,0.0,1.0,0.2,0,False,False,0.0,0.0,0.0,1,168,231,0.0,0,0.0,511,True,21,0.0,0.06,False,1.0,1.0
True,0,2760,0.07,0.05,0.05,3533,False,False,0.0,0.0,1.0,15,255,14,0.0,1,0.0,4,True,21,0.0,0.05,False,1.0,0.0
True,0,231,0.02,0.24,0.49,8764,False,False,0.01,0.0,0.0,14,7,37,0.0,1,0.0,5,False,21,0.0,0.11,False,1.0,0.0
True,0,46,0.0,1.0,0.9,0,False,True,0.01,0.0,0.2,286,255,255,0.01,0,0.0,145,False,18,0.0,0.0,False,1.0,0.0
True,0,280,0.0,1.0,0.0,1578,False,False,0.0,0.0,0.0,366,255,65,0.0,1,0.0,1,False,21,0.0,0.0,False,1.0,0.0
False,1,0,0.0,0.01,0.0,105,False,False,1.0,1.0,0.0,15,255,254,1.0,0,0.06,235,True,19,1.0,0.0,True,0.02,0.0
True,0,1060,0.0,1.0,0.02,8156,False,False,0.0,0.0,0.0,2,223,255,0.0,1,0.0,21,True,21,0.0,0.0,False,1.0,0.0
False,0,0,0.0,1.0,0.14,0,False,False,0.0,0.0,0.0,20,1,254,0.0,0,0.0,1,True,21,0.0,0.05,False,1.0,1.0
False,0,28,0.02,0.24,0.05,3263,False,False,0.0,0.0,0.0,1,6,60,0.0,1,0.0,1,False,17,1.0,0.03,False,1.0,1.0
False,1,0,0.02,0.24,0.0,91,False,False,1.0,1.0,0.0,19,255,61,1.0,0,0.08,125,False,18,1.0,0.0,True,0.07,0.0
False,1,0,0.26,0.0,0.0,0,True,False,1.0,1.0,0.0,47,255,1,1.0,0,0.06,72,False,21,1.0,0.0,True,0.17,0.0
True,0,200,0.0,1.0,0.01,784,False,False,0.0,0.0,0.06,4,255,255,0.0,1,0.0,3,True,21,0.0,0.05,False,1.0,0.01
True,0,335,0.03,0.81,0.17,64021,False,False,0.0,0.0,0.0,12,122,39,0.0,1,0.01,1,False,21,0.0,0.02,False,1.0,0.0
True,0,259,0.0,1.0,0.03,6382,False,False,0.0,0.0,0.0,5,29,255,0.18,1,0.0,15,True,21,0.0,0.04,False,1.0,0.0
False,1,0,0.07,0.03,0.0,0,True,False,1.0,1.0,0.0,6,255,8,1.0,0,0.22,201,False,21,1.0,0.0,True,0.11,0.0
True,0,1032,0.0,1.0,0.01,336,False,False,0.0,0.0,0.4,3,255,255,0.0,1,0.0,2,True,21,0.0,0.0,False,1.0,0.0
True,0,280,0.0,1.0,0.0,4458,False,False,0.0,0.0,0.0,18,20,231,0.0,1,0.0,12,True,21,0.0,0.0,False,1.0,0.0
